player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds,two_pts
Saquon Barkley,RB,NA,NA,16.44221743,69.71802287,NA,0.512212246,NA,3.48592031,29.35736302,NA,NA,0.15007402,NA,NA,NA,3929630,ESPN,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,NA,NA,20.36806849,91.80863336,NA,0.599861146,NA,2.253327094,16.71732779,NA,NA,0.069812159,NA,NA,NA,3043078,ESPN,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,NA,NA,8.280480778,38.31809313,NA,0.169435995,NA,2.218308433,16.36052462,NA,NA,0.090684717,NA,NA,NA,3916148,ESPN,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,NA,NA,17.76268912,88.4603965,NA,0.520154071,NA,1.457033694,12.2947677,NA,NA,0.05028906,NA,NA,NA,3128720,ESPN,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,NA,NA,14.69997618,64.08919688,NA,0.690010717,NA,2.113746876,15.71454156,NA,NA,0.064129246,NA,NA,NA,4047365,ESPN,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,NA,NA,18.50110475,76.08947494,NA,0.618299996,NA,2.596329266,18.13826548,NA,NA,0.144732254,NA,NA,NA,3116385,ESPN,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne Jr.,RB,NA,NA,7.177031694,31.57893946,NA,0.180921938,NA,3.113002609,23.28816221,NA,NA,0.106307502,NA,NA,NA,4239996,ESPN,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,NA,NA,16.53948094,66.34622075,NA,0.446,NA,3.798607807,23.63788116,NA,NA,0.14508672,NA,NA,NA,4241457,ESPN,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,NA,NA,11.1051965,52.35958084,NA,0.389867886,NA,3.393828669,31.61438797,NA,NA,0.209475411,NA,NA,NA,3042519,ESPN,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NA,NA,10.60802057,45.189235,NA,0.380657177,NA,2.005153908,14.82350765,NA,NA,0.067480564,NA,NA,NA,4569173,ESPN,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,NA,NA,13.25972795,64.81556575,NA,0.444366743,NA,2.04547841,17.7767138,NA,NA,0.078257974,NA,NA,NA,4045163,ESPN,14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,NA,NA,14.68421983,60.23842344,NA,0.705479084,NA,3.946949951,26.16318322,NA,NA,0.120966477,NA,NA,NA,3045147,ESPN,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,NA,NA,4.659127822,19.37321615,NA,0.128516569,NA,1.092098512,7.844246638,NA,NA,0.039619603,NA,NA,NA,4048244,ESPN,14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,NA,NA,12.85336614,58.74601007,NA,0.445540164,NA,3.679131953,28.56398526,NA,NA,0.167185382,NA,NA,NA,4361579,ESPN,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,NA,NA,22.13332805,108.8811107,NA,0.917,NA,2.621325249,21.95034754,NA,NA,0.102840302,NA,NA,NA,4242335,ESPN,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,NA,NA,10.39272933,42.79408513,NA,0.300645041,NA,0.977477332,7.828945712,NA,NA,0.052413768,NA,NA,NA,4240021,ESPN,14799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,NA,NA,14.74688367,57.57894384,NA,0.386459366,NA,2.778717785,19.77216002,NA,NA,0.104104559,NA,NA,NA,4035538,ESPN,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,NA,NA,17.47172933,77.70845537,NA,0.654,NA,3.244426788,26.99920248,NA,NA,0.072374304,NA,NA,NA,3116593,ESPN,13128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,NA,NA,5.946324062,24.93532868,NA,0.168529876,NA,1.158558876,7.702301627,NA,NA,0.034464303,NA,NA,NA,4035886,ESPN,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,NA,NA,12.61954148,56.11116429,NA,0.361681812,NA,2.273503986,18.27243005,NA,NA,0.096466932,NA,NA,NA,4239934,ESPN,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,NA,NA,10.76358141,45.54552741,NA,0.404072077,NA,4.340402234,32.58844889,NA,NA,0.188466231,NA,NA,NA,4259545,ESPN,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,NA,NA,16.16842851,70.21466186,NA,0.702913667,NA,2.519703326,19.3990684,NA,NA,0.105288268,NA,NA,NA,4360294,ESPN,14852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NA,NA,12.55751164,50.31199831,NA,0.381952481,NA,1.341628766,7.658141418,NA,NA,0.042488861,NA,NA,NA,2980453,ESPN,13139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,NA,NA,8.179520423,39.98822252,NA,0.294402139,NA,1.355262848,10.53929827,NA,NA,0.045241372,NA,NA,NA,2576414,ESPN,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,NA,NA,3.250194078,14.05948939,NA,0.108839327,NA,1.74492245,12.78152835,NA,NA,0.066463321,NA,NA,NA,3116389,ESPN,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashaad Penny,RB,NA,NA,13.10913056,61.58773288,NA,0.371354648,NA,1.994616788,14.75430757,NA,NA,0.067770392,NA,NA,NA,3139925,ESPN,13608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerick McKinnon,RB,NA,NA,4.388574097,18.87496334,NA,0.185437002,NA,2.252825305,18.63752594,NA,NA,0.102784474,NA,NA,NA,16782,ESPN,11761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NA,NA,11.93286259,53.60695551,NA,0.362925316,NA,2.008334452,14.35585882,NA,NA,0.07958582,NA,NA,NA,4040761,ESPN,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,NA,NA,13.11076123,54.48714034,NA,0.421804568,NA,2.798838091,19.22304511,NA,NA,0.113647128,NA,NA,NA,3051392,ESPN,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damien Harris,RB,NA,NA,11.66882262,51.55371162,NA,0.445748881,NA,1.73900433,12.70015394,NA,NA,0.056921739,NA,NA,NA,3925347,ESPN,14075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,NA,NA,4.243112943,18.70088596,NA,0.190475977,NA,1.888357684,14.72408833,NA,NA,0.089777618,NA,NA,NA,4371733,ESPN,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,NA,NA,4.315302146,18.58004384,NA,0.121,NA,0.250096034,1.86083606,NA,NA,0.010673813,NA,NA,NA,3125116,ESPN,13134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clyde Edwards-Helaire,RB,NA,NA,10.37299332,46.93748165,NA,0.369502972,NA,2.505526805,19.87392372,NA,NA,0.14540892,NA,NA,NA,4242214,ESPN,14803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,NA,NA,3.791328208,15.47298848,NA,0.145202137,NA,0.900789874,5.979639117,NA,NA,0.029061728,NA,NA,NA,3910544,ESPN,14807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson Jr.,RB,NA,NA,12.39436182,52.25450566,NA,0.467766512,NA,1.614568052,13.63299696,NA,NA,0.098247565,NA,NA,NA,3122976,ESPN,14017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,NA,NA,2.030730422,8.115111455,NA,0.058581325,NA,0.243632678,1.750856763,NA,NA,0.009490304,NA,NA,NA,4241416,ESPN,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,NA,NA,11.46851871,48.71051439,NA,0.247096451,NA,3.121725117,26.07198813,NA,NA,0.14061662,NA,NA,NA,15807,ESPN,11225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,NA,NA,5.011802289,20.10898353,NA,0.205,NA,2.050123507,15.36162669,NA,NA,0.094681856,NA,NA,NA,4035676,ESPN,14798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Edmonds,RB,NA,NA,10.54727633,48.26550341,NA,0.251269504,NA,3.325913158,24.09453137,NA,NA,0.153655027,NA,NA,NA,3119195,ESPN,13726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,NA,NA,0.768827243,3.219165284,NA,0.020746992,NA,0,0,NA,NA,0,NA,NA,NA,4421446,ESPN,14727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,NA,NA,4.666659104,20.30401823,NA,0.157816333,NA,1.985954427,15.30316359,NA,NA,0.077262669,NA,NA,NA,2576336,ESPN,12155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NA,NA,5.138192945,23.01647539,NA,0.123473081,NA,0.752724922,5.360346747,NA,NA,0.030074334,NA,NA,NA,3049916,ESPN,13378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Evans,RB,NA,NA,0.500029858,2.158814228,NA,0.016011154,NA,0.497050859,3.519264431,NA,NA,0.025340091,NA,NA,NA,4046530,ESPN,15275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,NA,NA,3.635662329,15.49801531,NA,0.123362671,NA,1.07570593,7.99977406,NA,NA,0.046771364,NA,NA,NA,4038441,ESPN,14086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,NA,NA,11.61175386,50.38231063,NA,0.310153052,NA,3.268684198,26.54936283,NA,NA,0.102701733,NA,NA,NA,4240657,ESPN,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NA,NA,0,0,NA,0,NA,0.264821708,1.795197666,NA,NA,0.007179234,NA,NA,NA,3928925,ESPN,14821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,NA,NA,0.215250537,0.879788238,NA,0.007830538,NA,0.547489779,4.053424618,NA,NA,0.030839927,NA,NA,NA,3917668,ESPN,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,NA,NA,0.619718091,2.632656283,NA,0.018759752,NA,1.32985404,10.94222377,NA,NA,0.109234973,NA,NA,NA,16002,ESPN,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,RB,NA,NA,3.447529266,15.3839765,NA,0.174716877,NA,0.223283508,1.678222084,NA,NA,0.008309362,NA,NA,NA,3051439,ESPN,13814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Homer,RB,NA,NA,0.459969493,1.956919521,NA,0.012377671,NA,1.039339952,7.240820095,NA,NA,0.032167929,NA,NA,NA,4037457,ESPN,14083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,NA,NA,0.232956391,0.995368855,NA,0.007212759,NA,0.525276513,3.863907118,NA,NA,0.024393611,NA,NA,NA,4012556,ESPN,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,NA,NA,0,0,NA,0,NA,0.430032773,3.064096976,NA,NA,0.026884301,NA,NA,NA,2975417,ESPN,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,NA,NA,0,0,NA,0,NA,0.694852761,5.77885716,NA,NA,0.048060134,NA,NA,NA,3125107,ESPN,14319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,NA,NA,0.398961282,1.695814388,NA,0.015860158,NA,0,0,NA,NA,0,NA,NA,NA,2515270,ESPN,12325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Gilliam,RB,NA,NA,0,0,NA,0,NA,0.254631922,1.911299228,NA,NA,0.019322763,NA,NA,NA,4039505,ESPN,15103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakob Johnson,RB,NA,NA,0.233332955,0.996746362,NA,0.009461411,NA,0.255362043,1.905662181,NA,NA,0.015103225,NA,NA,NA,3115349,ESPN,14359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Smith,RB,NA,NA,0.417037044,1.725687712,NA,0.007944375,NA,0.48445255,3.484006303,NA,NA,0.02301771,NA,NA,NA,17315,ESPN,12040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Williams,RB,NA,NA,0.513283445,2.290524157,NA,0.0196,NA,0,0,NA,NA,0,NA,NA,NA,2980077,ESPN,12635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyheim Hines,RB,NA,NA,3.922361934,17.78372115,NA,0.138,NA,3.308774364,26.98825236,NA,NA,0.148142264,NA,NA,NA,3916430,ESPN,13622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Boone,RB,NA,NA,0,0,NA,0,NA,0.234078819,1.772860761,NA,NA,0.011288555,NA,NA,NA,3139033,ESPN,13868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khari Blasingame,RB,NA,NA,0,0,NA,0,NA,0.226640107,1.600620288,NA,NA,0.015071184,NA,NA,NA,3122154,ESPN,14552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eno Benjamin,RB,NA,NA,5.295948136,22.59677859,NA,0.195748855,NA,1.337031946,9.466114378,NA,NA,0.042464114,NA,NA,NA,4242873,ESPN,14801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dwayne Washington,RB,NA,NA,1.21017089,4.969164301,NA,0.033014741,NA,0.72714053,5.50501244,NA,NA,0.031638086,NA,NA,NA,3002265,ESPN,12845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.D. McKissic,RB,NA,NA,4.619551003,20.95373058,NA,0.172792157,NA,3.208398754,25.67900556,NA,NA,0.111195586,NA,NA,NA,2572861,ESPN,13108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Watt,RB,NA,NA,0,0,NA,0,NA,0.26088953,1.817116788,NA,NA,0.014799768,NA,NA,NA,2576450,ESPN,12823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Cannon,RB,NA,NA,0.509201712,2.170716843,NA,0.012679742,NA,1.52942554,10.81710794,NA,NA,0.05560615,NA,NA,NA,4261020,ESPN,13816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrell Henderson Jr.,RB,NA,NA,15.72953629,69.94533621,NA,0.540075389,NA,2.301533005,19.18553857,NA,NA,0.169445833,NA,NA,NA,4039359,ESPN,14087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leonard Fournette,RB,NA,NA,15.32375818,61.80138581,NA,0.6,NA,4.150136353,26.85713937,NA,NA,0.121460109,NA,NA,NA,3115364,ESPN,13129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,NA,NA,8.881344562,39.35167523,NA,0.31351417,NA,2.81177068,21.66553686,NA,NA,0.121582214,NA,NA,NA,3059915,ESPN,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sony Michel,RB,NA,NA,5.686992313,23.74022342,NA,0.190570699,NA,0.819801081,6.295825359,NA,NA,0.037556958,NA,NA,NA,3128721,ESPN,13607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenyan Drake,RB,NA,NA,16.05750862,69.05231348,NA,0.606935224,NA,1.75543333,13.34775995,NA,NA,0.05315977,NA,NA,NA,2979843,ESPN,12630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Davis,RB,NA,NA,3.029718608,12.52950886,NA,0.079769364,NA,0.437863001,3.131163437,NA,NA,0.018100123,NA,NA,NA,3025433,ESPN,12164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Giovani Bernard,RB,NA,NA,0.686138426,2.520655656,NA,0.020416892,NA,0.611062727,4.086945749,NA,NA,0.026523703,NA,NA,NA,15826,ESPN,11193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rex Burkhead,RB,NA,NA,9.15709443,37.11742709,NA,0.271579073,NA,3.000044009,23.54905767,NA,NA,0.130223869,NA,NA,NA,15971,ESPN,11182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Ingram II,RB,NA,NA,9.681367124,38.85016376,NA,0.316290326,NA,2.7526646,20.85712724,NA,NA,0.095269826,NA,NA,NA,13981,ESPN,10276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melvin Gordon III,RB,NA,NA,11.7822523,53.08164928,NA,0.495620159,NA,1.578920034,11.39866599,NA,NA,0.075244863,NA,NA,NA,2576434,ESPN,12151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Robinson,RB,NA,NA,12.78408771,55.55039002,NA,0.425907898,NA,1.812747972,12.80448668,NA,NA,0.051498711,NA,NA,NA,4052042,ESPN,14813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Jones Jr.,RB,NA,NA,7.503059521,29.41581806,NA,0.189307493,NA,1.211900883,9.28085995,NA,NA,0.052730143,NA,NA,NA,4046676,ESPN,14828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demetric Felton Jr.,RB,NA,NA,0.286494986,1.706984955,NA,0.009565713,NA,0.696843633,8.034072971,NA,NA,0.044147099,NA,NA,NA,4035826,ESPN,15270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
