season,week,id,pos,FantasySharks,NumberFire,FantasyPros,FleaFlicker,CBS,FFToday,NFL,FantasySharks_ERROR_LAG_1,NumberFire_ERROR_LAG_1,FantasyPros_ERROR_LAG_1,FleaFlicker_ERROR_LAG_1,CBS_ERROR_LAG_1,FFToday_ERROR_LAG_1,NFL_ERROR_LAG_1,avg_type,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,first_name,last_name,team,position,age,exp
2022,2,12859,TE,,,,,,,,,,,,,,,average,1.1673333333333333,0.5134212046004074,0.0016666666666667052,0.6702000000000001,1.5702,-7.51302380952381,-7.1753,-9.627849999999999,352,378,393,91,17,Stephen,Anderson,ARI,TE,29,4
2022,2,12955,TE,,,,,,,,,,,,,,,average,1.3972000000000002,0.5766881306217426,0.020533333333333514,0.6368,1.9220000000000002,-7.283157142857144,-7.2087,-9.276049999999998,342,381,375,86,16,Chris,Manhertz,JAC,TE,30,4
2022,2,13065,TE,,,,,,,,,,,,,,,average,1.9233333333333336,0.15307950004273374,0.06333333333333346,1.831,2.0740000000000003,-6.75702380952381,-6.0145,-9.124049999999999,320,300,366,76,16,Eric,Tomlinson,DEN,TE,30,5
2022,2,13188,TE,,,,,,,,,,,,,,,average,4.768833333333333,2.920497246474762,0.24683333333333302,2.23575,8.4925,-3.9115238095238105,-5.60975,-2.705549999999999,227,279,196,35,12,O.J.,Howard,HOU,TE,28,3
2022,2,13189,TE,,,,,,,,,,,,,,,average,7.467071428571429,0.9267644175918096,0.07474999999999987,6.51675,8.7645,-1.213285714285715,-1.3287500000000003,-2.4335499999999985,146,154,181,17,8,Evan,Engram,JAC,TE,28,3
2022,2,13192,TE,,,,,,,,,,,,,,,average,7.320428571428572,1.235726217944042,0.2862499999999999,5.5512,8.4481,-1.359928571428572,-2.2943000000000007,-2.7499499999999983,158,186,198,21,8,David,Njoku,CLE,TE,26,3
2022,2,13193,TE,,,,,,,,,,,,,,,average,4.831321428571429,0.7481863030339562,0.01750000000000007,4.1308,5.963324999999998,-3.849035714285715,-3.7147000000000006,-5.234725,225,223,245,33,12,Jonnu,Smith,NEP,TE,27,3
2022,2,13236,TE,,,,,,,,,,,,,,,average,10.537428571428572,2.0208216033041984,0.06646428571428586,8.405899999999999,13.466699999999998,1.8570714285714285,0.5603999999999987,2.268649999999999,67,82,67,9,4,Gerald,Everett,LAC,TE,28,3
2022,2,13246,TE,,,,,,,,,,,,,,,average,5.958964285714286,1.0576990103184232,0.2823214285714286,5.054,7.612674999999999,-2.721392857142858,-2.7915,-3.585374999999999,203,196,217,28,10,Mo,Alie-Cox,IND,TE,29,3
2022,2,13299,TE,,,,,,,,,,,,,,,average,5.96,5.4171517731491825,0.001035714285714029,0.9354999999999999,11.551499999999999,-2.720357142857144,-6.91,0.3534500000000005,202,347,94,27,10,George,Kittle,SFO,TE,29,3
2022,2,13315,TE,,,,,,,,,,,,,,,average,1.9462000000000002,0.8699581599134525,0.010000000000000009,0.7959999999999999,2.7148000000000003,-6.734157142857144,-7.0495,-8.483249999999998,317,364,337,74,15,Eric,Saubert,DEN,TE,28,3
2022,2,13424,TE,,,,,,,,,,,,,,,average,5.043166666666666,2.4036943857320963,0.16933333333333245,2.3895,8.033916666666666,-3.6371904761904776,-5.456,-3.164133333333332,220,269,208,30,11,Taysom,Hill,NOS,TE,32,3
2022,2,13427,TE,,,,,,,,,,,,,,,average,7.392321428571429,0.718524467721375,0.04132142857142895,6.892125,8.503125,-1.2880357142857148,-0.9533750000000003,-2.694924999999998,154,134,195,18,8,Robert,Tonyan,GBP,TE,28,3
2022,2,13671,TE,,,,,,,,,,,,,,,average,16.53207142857143,1.76164822038367,2.2045357142857167,14.881,18.913050000000002,7.851714285714287,7.0355,7.715000000000003,9,14,18,2,2,Mark,Andrews,BAL,TE,27,2
2022,2,13672,TE,,,,,,,,,,,,,,,average,6.604857142857143,1.5798353741842244,0.14417857142857127,4.836,8.832799999999999,-2.075500000000001,-3.0095,-2.3652499999999996,187,204,178,25,9,Mike,Gesicki,MIA,TE,27,2
2022,2,13674,TE,,,,,,,,,,,,,,,average,12.001928571428572,1.9193095856881155,0.07185714285714262,10.540149999999999,14.892449999999997,3.3215714285714277,2.6946499999999984,3.694399999999998,40,49,47,4,3,Dallas,Goedert,PHI,TE,27,2
2022,2,13675,TE,,,,,,,,,,,,,,,average,7.3375,0.9456315878818773,0.017071428571428626,6.258,8.414750000000002,-1.3428571428571434,-1.5875000000000004,-2.783299999999997,157,164,199,20,8,Tyler,Conklin,NYJ,TE,27,2
2022,2,13676,TE,,,,,,,,,,,,,,,average,3.975821428571429,1.234997028625691,0.04946428571428596,2.2887750000000002,5.496675,-4.704535714285715,-5.556725,-5.701374999999999,245,275,254,39,13,Durham,Smythe,MIA,TE,27,2
2022,2,13678,TE,,,,,,,,,,,,,,,average,3.876607142857143,0.596213693114426,0.12660714285714292,2.9988,4.486025,-4.803750000000001,-4.8467,-6.712024999999999,251,243,279,41,13,Ian,Thomas,CAR,TE,26,2
2022,2,13680,TE,,,,,,,,,,,,,,,average,7.034178571428572,1.4601690521012576,0.33421428571428535,5.031600000000001,8.810524999999998,-1.646178571428572,-2.8138999999999994,-2.387525,170,199,179,22,9,Hayden,Hurst,CIN,TE,29,2
2022,2,13763,TE,,,,,,,,,,,,,,,average,3.926357142857143,0.6820231981810757,0.04974999999999996,2.9355,4.58105,-4.754000000000001,-4.91,-6.616999999999998,248,248,276,40,13,Will,Dissly,SEA,TE,26,2
2022,2,13772,TE,,,,,,,,,,,,,,,average,11.930071428571429,1.7831412691411428,0.2977857142857143,10.1054,14.502499999999998,3.249714285714285,2.259899999999999,3.3044499999999992,42,54,52,5,3,Dalton,Schultz,DAL,TE,26,2
2022,2,13847,TE,,,,,,,,,,,,,,,average,6.61,NA,0.005142857142857338,6.61,6.61,-2.0703571428571435,-1.2355,-4.588049999999998,186,148,230,24,9,Ryan,Izzo,FA,TE,27,2
2022,2,13880,TE,,,,,,,,,,,,,,,average,2.8880833333333333,1.5506255525324826,0.00883333333333347,0.9266666666666666,4.425066666666666,-5.79227380952381,-6.918833333333334,-6.7729833333333325,281,348,283,53,14,Dan,Arnold,JAC,TE,27,3
2022,2,13919,TE,,,,,,,,,,,,,,,average,3.0460833333333337,1.1085742720569818,0.10816666666666697,1.8935,3.9808500000000002,-5.63427380952381,-5.952,-7.217199999999998,276,298,292,51,14,Anthony,Firkser,ATL,TE,27,2
2022,2,13940,TE,,,,,,,,,,,,,,,average,2.2342500000000003,0.8632553576433802,0.024250000000000327,1.284,2.9026,-6.4461071428571435,-6.5615000000000006,-8.295449999999999,306,325,329,69,15,Johnny,Mundt,MIN,TE,28,3
2022,2,13988,TE,,,,,,,,,,,,,,,average,2.4284000000000003,1.5620732377196662,0.09448333333333325,0.518,4.1176,-6.251957142857144,-7.327500000000001,-7.080449999999998,300,390,288,65,15,Ross,Dwelley,SFO,TE,27,2
2022,2,13994,TE,,,,,,,,,,,,,,,average,3.3089285714285714,0.5547330760954188,0.034321428571428836,2.48105,3.8695999999999993,-5.371428571428572,-5.36445,-7.328449999999999,266,265,296,47,14,Pharaoh,Brown,HOU,TE,28,3
2022,2,14060,TE,,,,,,,,,,,,,,,average,1.063,NA,0.08299999999999996,1.063,1.063,-7.617357142857144,-6.782500000000001,-10.135049999999998,356,338,413,93,17,Tyree,Jackson,PHI,TE,25,1
2022,2,14137,TE,,,,,,,,,,,,,,,average,7.351,0.7317884484831206,0.013499999999999623,6.4694,8.2701,-1.3293571428571438,-1.3761,-2.927949999999999,155,157,203,19,8,Noah,Fant,SEA,TE,25,1
2022,2,14138,TE,,,,,,,,,,,,,,,average,11.632285714285715,2.4886703755409716,0.1249642857142863,10.002299999999998,15.440999999999997,2.951928571428571,2.156799999999998,4.242949999999999,47,59,43,6,3,T.J.,Hockenson,DET,TE,25,1
2022,2,14141,TE,,,,,,,,,,,,,,,average,6.6999642857142865,1.5592343034628369,0.08996428571428616,4.477775,8.460175,-1.9803928571428573,-3.367725,-2.737874999999999,182,208,197,23,9,Irv,Smith Jr.,MIN,TE,24,1
2022,2,14143,TE,,,,,,,,,,,,,,,average,10.470964285714286,2.292458039549522,0.36592857142857227,8.227775000000001,13.778875,1.7906071428571426,0.3822750000000008,2.580825000000001,70,89,64,10,4,Dawson,Knox,BUF,TE,26,1
2022,2,14146,TE,,,,,,,,,,,,,,,average,1.349,0.06077005841695397,0.12724999999999986,1.303,1.4083,-7.331357142857144,-6.5425,-9.789749999999998,345,324,399,88,16,Drew,Sample,CIN,TE,26,1
2022,2,14209,TE,,,,,,,,,,,,,,,average,0.775,0.34281919432843894,0.015000000000000013,0.5595,1.113,-7.905357142857143,-7.2860000000000005,-10.085049999999999,376,386,411,102,17,Josh,Oliver,BAL,TE,25,1
2022,2,14231,TE,,,,,,,,,,,,,,,average,0.8200000000000001,NA,0.020000000000000018,0.8200000000000001,0.8200000000000001,-7.8603571428571435,-7.0255,-10.378049999999998,370,359,422,99,17,Trevon,Wesco,CHI,TE,27,1
2022,2,14239,TE,,,,,,,,,,,,,,,average,3.2746071428571426,1.8070715770339063,0.09342857142857097,1.452325,5.9755249999999975,-5.405750000000001,-6.393175,-5.222525000000001,268,319,244,48,14,Foster,Moreau,LVR,TE,25,1
2022,2,14240,TE,,,,,,,,,,,,,,,average,2.7244,0.6845263325833421,0.024399999999999977,2.0442,3.4688000000000003,-5.955957142857144,-5.8013,-7.729249999999999,289,289,310,57,14,Zach,Gentry,PIT,TE,26,1
2022,2,14294,TE,,,,,,,,,,,,,,,average,1.6644,0.6551692910996364,0.04064999999999985,0.7656000000000001,2.088,-7.015957142857143,-7.0799,-9.110049999999998,331,368,364,81,16,Tommy,Sweeney,BUF,TE,27,1
2022,2,14319,TE,,,,,,,,,,,,,,,average,3.51925,0.895583003783941,0.015249999999999542,2.9227,4.60755,-5.161107142857144,-4.9228000000000005,-6.590499999999999,257,250,275,44,13,Andrew,Beck,DEN,TE,26,1
2022,2,14370,TE,,,,,,,,,,,,,,,average,2.753333333333334,0.8256108849411651,0.0289333333333337,1.9430000000000003,3.2300000000000004,-5.92702380952381,-5.9025,-7.968049999999998,287,293,317,56,14,Tanner,Hudson,NYG,TE,28,2
2022,2,14752,TE,,,,,,,,,,,,,,,average,1.2217500000000001,0.8298025367519672,0.017749999999999932,0.48495,2.1639999999999997,-7.458607142857144,-7.36055,-9.034049999999999,349,394,360,89,16,Jesper,Horsted,LVR,TE,25,1
2022,2,14861,TE,,,,,,,,,,,,,,,average,4.813821428571429,1.5801273136620835,0.04498809523809566,2.4259000000000004,6.090875,-3.866535714285715,-5.4196,-5.107174999999999,226,268,242,34,12,Juwan,Johnson,NOS,TE,26,0
2022,2,14867,TE,,,,,,,,,,,,,,,average,7.491750000000001,0.3143475385620189,0.02467857142857177,7.2784,7.99475,-1.1886071428571432,-0.5670999999999999,-3.2032999999999987,145,118,210,16,8,Cole,Kmet,CHI,TE,23,0
2022,2,14868,TE,,,,,,,,,,,,,,,average,1.4566666666666666,0.5476084976209433,0.019999999999999796,0.7745,2.13875,-7.223690476190477,-7.071000000000001,-9.059299999999999,339,367,361,84,16,Brycen,Hopkins,LAR,TE,25,0
2022,2,14870,TE,,,,,,,,,,,,,,,average,3.731666666666667,1.4291021890217184,0.21241666666666692,2.2504999999999997,5.66525,-4.948690476190476,-5.595000000000001,-5.532799999999998,255,277,249,43,13,Adam,Trautman,NOS,TE,25,0
2022,2,14871,TE,,,,,,,,,,,,,,,average,2.4674,1.3762208398363978,0.0389999999999997,0.7256,3.846,-6.212957142857144,-7.1199,-7.352049999999998,297,373,298,64,15,Colby,Parkinson,SEA,TE,23,0
2022,2,14873,TE,,,,,,,,,,,,,,,average,8.591357142857143,0.5404610465677825,0.35107142857142826,7.8455,9.171050000000001,-0.08900000000000041,0,-2.0269999999999975,107,103,168,14,7,Albert,Okwuegbunam,DEN,TE,24,0
2022,2,14875,TE,,,,,,,,,,,,,,,average,4.522,0.7210325928832899,0.305535714285714,3.6635,5.495699999999999,-4.1583571428571435,-4.182,-5.702349999999999,231,231,255,36,12,Harrison,Bryant,CLE,TE,24,0
2022,2,14876,TE,,,,,,,,,,,,,,,average,2.9379166666666667,0.704690440311678,0.049833333333333396,2.0966875,3.77825,-5.7424404761904775,-5.7488125000000005,-7.419799999999999,278,288,300,52,14,Josiah,Deguara,GBP,TE,25,0
2022,2,14936,TE,,,,,,,,,,,,,,,average,2.31,0,0.04126666666666656,2.31,2.31,-6.370357142857143,-5.535500000000001,-8.888049999999998,303,271,354,67,15,Devin,Asiasi,CIN,TE,25,0
2022,2,14984,TE,,,,,,,,,,,,,,,average,0.9383333333333334,0.035472994422987916,0.03833333333333333,0.9045000000000001,0.9675,-7.74202380952381,-6.941000000000001,-10.23055,362,350,418,95,17,Charlie,Woerner,SFO,TE,25,0
2022,2,14996,TE,,,,,,,,,,,,,,,average,0.38749999999999996,0.26516504294495524,0.17749999999999994,0.21875000000000003,0.5562499999999999,-8.292857142857144,-7.62675,-10.641799999999998,389,405,434,109,18,Tyler,Davis,GBP,TE,25,0
2022,2,15026,TE,,,,,,,,,,,,,,,average,0.7200000000000001,NA,0.12,0.7200000000000001,0.7200000000000001,-7.960357142857144,-7.125500000000001,-10.478049999999998,379,374,427,104,17,Stephen,Sullivan,CAR,TE,26,0
2022,2,15041,TE,,,,,,,,,,,,,,,average,0.9,NA,0.06166666666666676,0.9,0.9,-7.780357142857143,-6.9455,-10.298049999999998,364,351,421,96,17,Lawrence,Cager,NYJ,TE,25,0
2022,2,15054,TE,,,,,,,,,,,,,,,average,0.21000000000000002,NA,0,0.21000000000000002,0.21000000000000002,-8.470357142857143,-7.6355,-10.988049999999998,395,406,449,110,18,Giovanni,Ricci,CAR,RB,26,0
2022,2,15070,TE,,,,,,,,,,,,,,,average,2.570333333333333,0.8253055191866827,0.048333333333332895,1.75625,3.68625,-6.110023809523811,-6.08925,-7.511799999999999,294,304,303,61,15,Jody,Fortson,KCC,TE,27,1
2022,2,15080,TE,,,,,,,,,,,,,,,average,0.8,NA,6.666666666667043e-4,0.8,0.8,-7.880357142857144,-7.0455000000000005,-10.398049999999998,372,362,423,100,17,Noah,Togiai,PHI,TE,25,0
2022,2,15088,TE,,,,,,,,,,,,,,,average,1.2040000000000002,0.090509667991878,0.03666666666666685,1.1464,1.2616,-7.476357142857143,-6.6991000000000005,-9.936449999999999,350,333,403,90,17,Ben,Ellefson,MIN,TE,26,0
2022,2,15103,TE,,,,,,,,,,,,,,,average,0.5315,0.07283199846221437,0.03149999999999997,0.48514999999999997,0.57785,-8.148857142857144,-7.36035,-10.620199999999999,384,393,433,106,17,Reggie,Gilliam,BUF,RB,25,0
2022,2,15329,TE,,,,,,,,,,,,,,,average,11.507321428571428,0.6840519551766168,0.08207142857142813,10.59975,12.175999999999998,2.8269642857142845,2.75425,0.9779499999999999,51,48,86,7,3,Kyle,Pitts,ATL,TE,22,-1
2022,2,15330,TE,,,,,,,,,,,,,,,average,4.868821428571429,0.6200583257895599,0.037499999999999645,4.0692,5.572574999999999,-3.811535714285715,-3.7763,-5.625475,223,224,251,32,12,Brevin,Jordan,HOU,TE,22,-1
2022,2,15331,TE,,,,,,,,,,,,,,,average,9.799535714285714,0.7306310261880284,1.11917857142857,8.790875,10.43725,1.11917857142857,0.9453749999999994,-0.7607999999999979,77,74,126,12,6,Pat,Freiermuth,PIT,TE,24,-1
2022,2,15332,TE,,,,,,,,,,,,,,,average,3.1811785714285716,0.604419620281268,0.05367857142857124,2.2761,3.8184249999999995,-5.499178571428573,-5.5694,-7.379624999999999,271,276,299,49,14,Tommy,Tremble,CAR,TE,22,-1
2022,2,15333,TE,,,,,,,,,,,,,,,average,2.87925,0.18212518588414223,0.10624999999999973,2.6601500000000002,2.9985999999999997,-5.801107142857144,-5.18535,-8.199449999999999,282,262,326,54,14,Tre',McKitty,LAC,TE,23,-1
2022,2,15335,TE,,,,,,,,,,,,,,,average,0.7993333333333333,0.2751750957723706,0.024333333333333318,0.5292,0.999,-7.8810238095238105,-7.3163,-10.199049999999998,373,389,416,101,17,Luke,Farrell,JAC,TE,25,-1
2022,2,15337,TE,,,,,,,,,,,,,,,average,2.2687333333333335,0.3866395392782966,0.0344833333333332,1.8334666666666666,2.7178666666666667,-6.41162380952381,-6.012033333333334,-8.480183333333333,304,299,336,68,15,Noah,Gray,KCC,TE,23,-1
2022,2,15341,TE,,,,,,,,,,,,,,,average,2.21,0,0.12749999999999995,2.21,2.21,-6.470357142857144,-5.6355,-8.988049999999998,307,280,357,70,15,Quintin,Morris,BUF,TE,23,-1
2022,2,15344,TE,,,,,,,,,,,,,,,average,3.1275000000000004,1.026011062318531,0.08141666666666669,1.70825,4.096,-5.552857142857143,-6.13725,-7.102049999999998,273,309,289,50,14,John,Bates,WAS,TE,25,-1
2022,2,15419,TE,,,,,,,,,,,,,,,average,4.873833333333334,1.4003433031462917,0.0050119047619050505,2.9290000000000003,6.2490000000000006,-3.80652380952381,-4.9165,-4.949049999999998,222,249,239,31,11,Kylen,Granson,IND,TE,24,-1
2022,2,15541,TE,,,,,,,,,,,,,,,average,1.1656666666666666,0.6315190680678877,0.10266666666666668,0.5992999999999999,1.736,-7.514690476190477,-7.2462,-9.462049999999998,353,385,388,92,17,Jack,Stoll,PHI,TE,24,-1
2022,2,15544,TE,,,,,,,,,,,,,,,average,0.48,NA,0.09250000000000003,0.48,0.48,-8.200357142857143,-7.365500000000001,-10.718049999999998,387,395,439,108,18,Tommy,Hudson,FA,TE,25,0
2022,2,15563,TE,,,,,,,,,,,,,,,average,0.98,NA,0.04166666666666663,0.98,0.98,-7.700357142857143,-6.865500000000001,-10.218049999999998,358,342,417,94,17,Mitchell,Wilcox,CIN,TE,26,0
2022,2,15564,TE,,,,,,,,,,,,,,,average,2.5845833333333332,0.6089044396838199,0.014250000000000096,1.7505000000000002,3.0530625,-6.095773809523811,-6.095000000000001,-8.1449875,293,305,325,60,15,Parker,Hesse,ATL,TE,27,1
2022,2,15604,TE,,,,,,,,,,,,,,,average,0.8383333333333333,0.3253587763275079,0.01636486486486477,0.6145,1.159,-7.842023809523811,-7.231,-10.039049999999998,366,383,409,97,17,Shane,Zylstra,DET,TE,26,-1
2022,2,15620,TE,,,,,,,,,,,,,,,average,2.0825,0.42725031694936566,0.11249999999999982,1.5974499999999998,2.4895,-6.597857142857144,-6.248050000000001,-8.708549999999999,310,312,346,71,15,Chris,Myarick,NYG,RB,27,1
2022,2,15626,TE,,,,,,,,,,,,,,,average,2.773,1.4711373151409084,0.019666666666666277,0.9239999999999999,4.3020000000000005,-5.907357142857144,-6.9215,-6.896049999999998,284,349,285,55,14,Brock,Wright,DET,TE,24,-1
2022,2,15794,TE,,,,,,,,,,,,,,,average,1.6237500000000002,0.6525000000000001,0.09375000000000022,0.84075,1.9500000000000002,-7.0566071428571435,-7.0047500000000005,-9.24805,333,356,373,82,16,Trey,McBride,ARI,TE,23,-2
